fec_committee_id,AMNDT_IND,RPT_YR,RPT_TP,IMAGE_NUM,LINE_NUM,FORM_TP_CD,SCHED_TP_CD,vendor_name,vendor_city,vendor_state,vendor_zip,expenditure_dt,expenditure_amt,TRANSACTION_PGI,purpose,CATEGORY,category_desc,MEMO_CD,MEMO_TEXT,ENTITY_TP,sub_id,FILE_NUM,tran_id,BACK_REF_TRAN_ID,election_cycle
C00191247,N,2025,M7,202507209764126073,21B,F3X,SB,EO RESOURCE LLC,HONOLULU,HI,968173950,2025-06-30,2000.0,nan,CONSULTING - DATA MANAGEMENT,nan,nan,nan,nan,ORG,4072120251209835115,1905184,500454964,nan,2026
C00191247,N,2025,M7,202507209764126074,21B,F3X,SB,FIRST DATA MERCHANT SERVICES,DENVER,CO,802170548,2025-06-03,25.06,nan,CREDIT CARD PROCESSING FEES,nan,nan,nan,nan,ORG,4072120251209835116,1905184,500454965,nan,2026
C00191247,N,2025,M7,202507209764126074,21B,F3X,SB,FIRST DATA MERCHANT SERVICES,DENVER,CO,802170548,2025-06-03,54.57,nan,CREDIT CARD PROCESSING FEES,nan,nan,nan,nan,ORG,4072120251209835117,1905184,500454966,nan,2026
C00191247,N,2025,M7,202507209764126074,21B,F3X,SB,FIRST DATA MERCHANT SERVICES,DENVER,CO,802170548,2025-06-03,7.33,nan,CREDIT CARD PROCESSING FEES,nan,nan,nan,nan,ORG,4072120251209835118,1905184,500454967,nan,2026
C00191247,N,2025,M7,202507209764126075,21B,F3X,SB,PAYCHEX,ROCHESTER,NY,146252311,2025-06-06,500.0,G2017,PAYROLL - SEE MEMO ENTRIES,nan,nan,nan,nan,ORG,4072120251209835119,1905184,500454940,nan,2026
C00191247,N,2025,M7,202507209764126071,21B,F3X,SB,ACTBLUE,CAMBRIDGE,MA,022382110,2025-06-03,45.27,nan,CREDIT CARD PROCESSING FEES,nan,nan,nan,nan,PAC,4072120251209835109,1905184,500454953,nan,2026
C00191247,N,2025,M7,202507209764126072,21B,F3X,SB,ACTBLUE,CAMBRIDGE,MA,022382110,2025-06-10,73.34,nan,CREDIT CARD PROCESSING FEES,nan,nan,nan,nan,PAC,4072120251209835110,1905184,500454954,nan,2026
C00191247,N,2025,M7,202507209764126072,21B,F3X,SB,ACTBLUE,CAMBRIDGE,MA,022382110,2025-06-17,31.45,nan,CREDIT CARD PROCESSING FEES,nan,nan,nan,nan,PAC,4072120251209835111,1905184,500454955,nan,2026
C00191247,N,2025,M7,202507209764126072,21B,F3X,SB,ACTBLUE,CAMBRIDGE,MA,022382110,2025-06-24,74.33,nan,CREDIT CARD PROCESSING FEES,nan,nan,nan,nan,PAC,4072120251209835112,1905184,500454956,nan,2026
C00003988,N,2025,M7,202507209764126132,21B,F3X,SB,"CONNELL, LIAM",LAKE FOREST,IL,60045,2025-06-16,1538.0,nan,INKIND: DATA ANALYTICS,nan,nan,nan,nan,IND,4072920251212449060,1905186,21B-000311462,nan,2026
C00003988,N,2025,M7,202507209764126132,21B,F3X,SB,DEMOCRATIC NATIONAL COMMITTEE,WASHINGTON,DC,20003,2025-06-30,2941.17,nan,INKIND: VOTER FILE ACCESS,nan,nan,nan,nan,COM,4072920251212449061,1905186,21B-000311859,nan,2026
C00011197,N,2025,M7,202507209764126224,21B,F3X,SB,DNC SERVICES CORP.,WASHINGTON,DC,200034024,2025-06-30,2941.17,nan,INKIND: VOTER FILE ACCESS,nan,nan,nan,nan,ORG,4072920251212461687,1905188,500558052,nan,2026
C00099267,N,2025,M7,202507209764126391,21B,F3X,SB,DEMOCRATIC NATIONAL COMMITTEE,WASHINGTON,DC,20003,2025-06-30,2941.17,nan,INKIND: VOTER FILE ACCESS,nan,nan,nan,nan,COM,4072920251212456185,1905189,21B-001059112,nan,2026
C00252551,N,2025,M7,202507209764126486,21B,F3X,SB,WINRED,ARLINGTON,VA,22219,2025-06-02,3.23,O2025,CREDIT CARD PROCESSING FEES,003,Solicitation and Fundraising Expenses,nan,nan,PAC,4072420251211763904,1905191,B-278626,nan,2026
C00252551,N,2025,M7,202507209764126486,21B,F3X,SB,REVV,WASHINGTON,DC,20005,2025-06-07,217.28,O2025,CREDIT CARD PROCESSING FEE,001,Administrative/Salary/Overhead Expenses,nan,nan,ORG,4072420251211763905,1905191,B-278681,nan,2026
C00252551,N,2025,M7,202507209764126486,21B,F3X,SB,WINRED,ARLINGTON,VA,22219,2025-06-09,5.75,O2025,CREDIT CARD PROCESSING FEES,003,Solicitation and Fundraising Expenses,nan,nan,PAC,4072420251211763906,1905191,B-278689,nan,2026
C00252551,N,2025,M7,202507209764126487,21B,F3X,SB,REVV,WASHINGTON,DC,20005,2025-06-14,310.73,O2025,CREDIT CARD PROCESSING FEE,001,Administrative/Salary/Overhead Expenses,nan,nan,ORG,4072420251211763907,1905191,B-278807,nan,2026
C00252551,N,2025,M7,202507209764126487,21B,F3X,SB,WINRED,ARLINGTON,VA,22219,2025-06-16,4.0,O2025,CREDIT CARD PROCESSING FEES,003,Solicitation and Fundraising Expenses,nan,nan,PAC,4072420251211763908,1905191,B-278805,nan,2026
C00252551,N,2025,M7,202507209764126487,21B,F3X,SB,REVV,WASHINGTON,DC,20005,2025-06-23,30.6,O2025,CREDIT CARD PROCESSING FEE,003,Solicitation and Fundraising Expenses,nan,nan,ORG,4072420251211763909,1905191,B-278847,nan,2026
C00252551,N,2025,M7,202507209764126488,21B,F3X,SB,WINRED,ARLINGTON,VA,22219,2025-06-23,21.08,O2025,CREDIT CARD PROCESSING FEES,003,Solicitation and Fundraising Expenses,nan,nan,PAC,4072420251211763910,1905191,B-278843,nan,2026
C00252551,N,2025,M7,202507209764126488,21B,F3X,SB,REVV,WASHINGTON,DC,20005,2025-06-30,43.61,R2025,CREDIT CARD PROCESSING FEE,003,Solicitation and Fundraising Expenses,nan,nan,ORG,4072420251211763911,1905191,B-278885,nan,2026
C00252551,N,2025,M7,202507209764126488,21B,F3X,SB,STRIPE,SAN FRANCISCO,CA,94110,2025-06-30,312.47,O2025,CREDIT CARD PROCESSING FEES,003,Solicitation and Fundraising Expenses,nan,nan,ORG,4072420251211763912,1905191,B-278942,nan,2026
C00252551,N,2025,M7,202507209764126489,21B,F3X,SB,WINRED,ARLINGTON,VA,22219,2025-06-30,3.23,O2025,CREDIT CARD PROCESSING FEES,003,Solicitation and Fundraising Expenses,nan,nan,PAC,4072420251211763913,1905191,B-278888,nan,2026
C00250753,N,2025,M7,202507209764126576,21B,F3X,SB,STRIPE,SAN FRANCISCO,CA,94110,2025-06-02,32.97,nan,CC FEES,001,Administrative/Salary/Overhead Expenses,nan,nan,ORG,4072520251211954782,1905195,DB21B.1036,nan,2026
C00250753,N,2025,M7,202507209764126576,21B,F3X,SB,STRIPE,SAN FRANCISCO,CA,94110,2025-06-09,44.43,nan,CC FEES,001,Administrative/Salary/Overhead Expenses,nan,nan,ORG,4072520251211954783,1905195,DB21B.1040,nan,2026
C00250753,N,2025,M7,202507209764126576,21B,F3X,SB,STRIPE,SAN FRANCISCO,CA,94110,2025-06-16,15.37,nan,CC FEES,001,Administrative/Salary/Overhead Expenses,nan,nan,ORG,4072520251211954784,1905195,DB21B.1041,nan,2026
C00250753,N,2025,M7,202507209764126577,21B,F3X,SB,STRIPE,SAN FRANCISCO,CA,94110,2025-06-30,6.72,nan,CC FEES,001,Administrative/Salary/Overhead Expenses,nan,nan,ORG,4072520251211954785,1905195,DB21B.1042,nan,2026
C00253260,N,2025,M7,202507209764126632,21B,F3X,SB,ANEDOT SERVICE CHARGE,BATON ROUGE,LA,70810,2025-06-30,1073.21,nan,CREDIT CARD PROCESSING FEES,nan,nan,nan,nan,ORG,4072120251209835097,1905197,SB21B.47487,nan,2026
C00253260,N,2025,M7,202507209764126632,21B,F3X,SB,ARENA LLC,SALT LAKE CITY,UT,84106,2025-06-09,2518.33,nan,FUNDRAISING- MONTHLY RETAINER,nan,nan,nan,nan,ORG,4072120251209835098,1905197,SB21B.47476,nan,2026
C00253260,N,2025,M7,202507209764126632,21B,F3X,SB,ARENA LLC,SALT LAKE CITY,UT,84106,2025-06-30,116.75,nan,AGENCY COMMISSION FEES,nan,nan,nan,nan,ORG,4072120251209835099,1905197,SB21B.47489,nan,2026
C00253260,N,2025,M7,202507209764126633,21B,F3X,SB,COSTCO,ANCHORAGE,AK,99502,2025-06-30,76.82,nan,FOOD EXPENSE FOR SCC MEETING,nan,nan,nan,nan,ORG,4072120251209835100,1905197,SB21B.47480,nan,2026
C00253260,N,2025,M7,202507209764126633,21B,F3X,SB,HOLMES WEDDLE & BARCOTT,ANCHORAGE,AK,99501,2025-06-06,142.5,nan,ATTORNEY FEES,nan,nan,nan,nan,ORG,4072120251209835101,1905197,SB21B.47483,nan,2026
C00253260,N,2025,M7,202507209764126633,21B,F3X,SB,MAIN EVENT GRILL & CATERING,ANCHORAGE,AK,99518,2025-06-06,1029.15,nan,CATERING EXPENSE FOR FUNDRAISER,nan,nan,nan,nan,ORG,4072120251209835102,1905197,SB21B.47481,nan,2026
C00253260,N,2025,M7,202507209764126634,21B,F3X,SB,MOUNTAIN CITY CHURCH,ANCHORAGE,AK,99504,2025-06-30,300.0,nan,VENUE BILL FOR SCC MEETING,nan,nan,nan,nan,ORG,4072120251209835103,1905197,SB21B.47470,nan,2026
C00253260,N,2025,M7,202507209764126634,21B,F3X,SB,TARGET,ANCHORAGE,AK,99515,2025-06-05,136.93,nan,FOOD/ BEVERAGE EXPENSE FOR SCC MEETING,nan,nan,nan,nan,ORG,4072120251209835104,1905197,SB21B.47475,nan,2026
C00253260,N,2025,M7,202507209764126634,21B,F3X,SB,WINRED TECHNICAL SERVICES LLC,ARLINGTON,VA,22219,2025-06-30,224.67,nan,CREDIT CARD PROCESSING FEES,nan,nan,nan,nan,ORG,4072120251209835105,1905197,SB21B.47488,nan,2026
C00190934,N,2025,M7,202507209764127219,21B,F3X,SB,DEMOCRATIC NATIONAL COMMITTEE,WASHINGTON,DC,20003,2025-06-30,2941.17,nan,INKIND: VOTER FILE ACCESS,nan,nan,nan,nan,COM,4072920251212457139,1905202,21B-000016518,nan,2026
C00010603,N,2025,M7,202507209764146718,21B,F3X,SB,EGENCIA,CARSON CITY,NV,897015239,2025-05-01,10.0,G2025,SERVICE FEE,nan,nan,X,*,ORG,4072320251211248398,1905203,500308915,500308847,2026
C00010603,N,2025,M7,202507209764146719,21B,F3X,SB,EGENCIA,CARSON CITY,NV,897015239,2025-05-01,2.0,G2025,SERVICE FEE,nan,nan,X,*,ORG,4072320251211248399,1905203,500308916,500308847,2026
C00010603,N,2025,M7,202507209764146719,21B,F3X,SB,GOOGLE SERVICES,MOUNTAIN VIEW,CA,940431351,2025-05-01,137.38,G2025,SOFTWARE,nan,nan,X,*,ORG,4072320251211248400,1905203,500308920,500308847,2026
C00010603,N,2025,M7,202507209764146719,21B,F3X,SB,GOOGLE SERVICES,MOUNTAIN VIEW,CA,940431351,2025-05-01,18.0,G2025,SOFTWARE,nan,nan,X,*,ORG,4072320251211248401,1905203,500308921,500308847,2026
C00010603,N,2025,M7,202507209764146720,21B,F3X,SB,LYFT,SAN FRANCISCO,CA,941072503,2025-05-01,3.15,G2025,TRANSPORTATION,nan,nan,X,*,ORG,4072320251211248402,1905203,500308922,500308847,2026
C00010603,N,2025,M7,202507209764146720,21B,F3X,SB,LYFT,SAN FRANCISCO,CA,941072503,2025-05-01,20.99,G2025,TRANSPORTATION,nan,nan,X,*,ORG,4072320251211248403,1905203,500308923,500308847,2026
C00010603,N,2025,M7,202507209764146720,21B,F3X,SB,LYFT,SAN FRANCISCO,CA,941072503,2025-05-01,4.74,G2025,TRANSPORTATION,nan,nan,X,*,ORG,4072320251211248404,1905203,500308924,500308847,2026
C00010603,N,2025,M7,202507209764146721,21B,F3X,SB,LYFT,SAN FRANCISCO,CA,941072503,2025-05-01,22.5,G2025,TRANSPORTATION,nan,nan,X,*,ORG,4072320251211248405,1905203,500308925,500308847,2026
C00010603,N,2025,M7,202507209764146721,21B,F3X,SB,LYFT,SAN FRANCISCO,CA,941072503,2025-05-01,19.3,G2025,TRANSPORTATION,nan,nan,X,*,ORG,4072320251211248406,1905203,500308926,500308847,2026
C00010603,N,2025,M7,202507209764146721,21B,F3X,SB,LYFT,SAN FRANCISCO,CA,941072503,2025-05-01,3.0,G2025,TRANSPORTATION,nan,nan,X,*,ORG,4072320251211248407,1905203,500308927,500308847,2026
C00010603,N,2025,M7,202507209764146722,21B,F3X,SB,LYFT,SAN FRANCISCO,CA,941072503,2025-05-01,16.96,G2025,TRANSPORTATION,nan,nan,X,*,ORG,4072320251211248408,1905203,500308928,500308847,2026
C00010603,N,2025,M7,202507209764146722,21B,F3X,SB,META,MENLO PARK,CA,940251456,2025-05-01,50000.0,G2025,ONLINE FUNDRAISING,nan,nan,X,*,ORG,4072320251211248409,1905203,500308918,500308847,2026
C00010603,N,2025,M7,202507209764146722,21B,F3X,SB,NATIONAL DEMOCRATIC CLUB,WASHINGTON,DC,200034006,2025-05-01,10.0,G2025,FOOD & BEVERAGES,nan,nan,X,*,ORG,4072320251211248410,1905203,500308929,500308847,2026
C00010603,N,2025,M7,202507209764146890,21B,F3X,SB,AMERICAN AIRLINES,TULSA,OK,741331249,2025-05-22,442.37,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248912,1905203,500309465,500308847,2026
C00010603,N,2025,M7,202507209764146890,21B,F3X,SB,AMTRAK,WASHINGTON,DC,200011401,2025-05-22,65.0,G2025,TRAVEL; RAIL,nan,nan,X,*,ORG,4072320251211248913,1905203,500309466,500308847,2026
C00010603,N,2025,M7,202507209764146890,21B,F3X,SB,AMTRAK,WASHINGTON,DC,200011401,2025-05-22,92.0,G2025,TRAVEL; RAIL,nan,nan,X,*,ORG,4072320251211248914,1905203,500309467,500308847,2026
C00010603,N,2025,M7,202507209764146891,21B,F3X,SB,CDW DIRECT LLC,VERNON HILLS,IL,600611577,2025-05-22,365.9,G2025,COMPUTER EQUIPMENT,nan,nan,X,*,ORG,4072320251211248915,1905203,500309468,500308847,2026
C00010603,N,2025,M7,202507209764146928,21B,F3X,SB,META,MENLO PARK,CA,940251456,2025-05-29,17261.08,G2025,ONLINE FUNDRAISING,nan,nan,X,*,ORG,4072320251211250026,1905203,500309582,500308847,2026
C00010603,N,2025,M7,202507209764146928,21B,F3X,SB,"ZENDESK, INC.",SAN FRANCISCO,CA,941031743,2025-05-29,1097.1,G2025,SOFTWARE,nan,nan,X,*,ORG,4072320251211250027,1905203,500309585,500308847,2026
C00010603,N,2025,M7,202507209764146989,21B,F3X,SB,"KNIGHT, RACHEL",WASHINGTON,DC,200034024,2025-06-13,2994.5,G2025,PAYROLL,nan,nan,X,*,IND,4072320251211250210,1905203,500308453,500308353,2026
C00010603,N,2025,M7,202507209764146989,21B,F3X,SB,"KORTH, BRITTANY",WASHINGTON,DC,200034024,2025-06-13,2646.69,G2025,PAYROLL,nan,nan,X,*,IND,4072320251211250211,1905203,500308454,500308353,2026
C00010603,N,2025,M7,202507209764146990,21B,F3X,SB,"KUNDINGER, BRIAN",WASHINGTON,DC,200034024,2025-06-13,3375.85,G2025,PAYROLL,nan,nan,X,*,IND,4072320251211250212,1905203,500308455,500308353,2026
C00010603,N,2025,M7,202507209764147135,21B,F3X,SB,"HOROWITZ, JACOB",WASHINGTON,DC,200034024,2025-06-30,2308.09,G2025,PAYROLL,nan,nan,X,*,IND,4072320251211250649,1905203,500308644,500308354,2026
C00010603,N,2025,M7,202507209764147136,21B,F3X,SB,"HUBBARD, MALIK",WASHINGTON,DC,200034024,2025-06-30,2795.79,G2025,PAYROLL,nan,nan,X,*,IND,4072320251211250650,1905203,500308645,500308354,2026
C00010603,N,2025,M7,202507209764147136,21B,F3X,SB,"HUDSON, RYANN E.",WASHINGTON,DC,200034024,2025-06-30,3373.64,G2025,PAYROLL,nan,nan,X,*,IND,4072320251211250651,1905203,500308646,500308354,2026
C00010603,N,2025,M7,202507209764147136,21B,F3X,SB,"HUERTA, ROSAVELY",WASHINGTON,DC,200034024,2025-06-30,3098.75,G2025,PAYROLL,nan,nan,X,*,IND,4072320251211250652,1905203,500308647,500308354,2026
C00010603,N,2025,M7,202507209764147137,21B,F3X,SB,"IREY, KRISTEN",WASHINGTON,DC,200034024,2025-06-30,4182.91,G2025,PAYROLL,nan,nan,X,*,IND,4072320251211250653,1905203,500308648,500308354,2026
C00010603,N,2025,M7,202507209764147137,21B,F3X,SB,"ISHII, ALISON",WASHINGTON,DC,200034024,2025-06-30,2221.17,G2025,PAYROLL,nan,nan,X,*,IND,4072320251211250654,1905203,500308649,500308354,2026
C00010603,N,2025,M7,202507209764147137,21B,F3X,SB,"JAKUBIEC, MATTHEW",WASHINGTON,DC,200034024,2025-06-30,3205.45,G2025,PAYROLL,nan,nan,X,*,IND,4072320251211250655,1905203,500308650,500308354,2026
C00010603,N,2025,M7,202507209764147138,21B,F3X,SB,"JAMES, SARAH",WASHINGTON,DC,200034024,2025-06-30,3909.64,G2025,PAYROLL,nan,nan,X,*,IND,4072320251211250656,1905203,500308651,500308354,2026
C00010603,N,2025,M7,202507209764147138,21B,F3X,SB,"KAHLE, CATHERINE",WASHINGTON,DC,200034024,2025-06-30,3834.22,G2025,PAYROLL,nan,nan,X,*,IND,4072320251211250657,1905203,500308652,500308354,2026
C00010603,N,2025,M7,202507209764146813,21B,F3X,SB,USA TODAY,MC LEAN,VA,221023265,2025-05-11,21.19,G2025,PUBLICATIONS/SUBSCRIPTIONS,nan,nan,X,*,ORG,4072320251211248683,1905203,500309209,500308847,2026
C00010603,N,2025,M7,202507209764146814,21B,F3X,SB,AMERICAN AIRLINES,TULSA,OK,741331249,2025-05-12,278.48,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248684,1905203,500309216,500308847,2026
C00010603,N,2025,M7,202507209764146814,21B,F3X,SB,AMERICAN AIRLINES,TULSA,OK,741331249,2025-05-12,278.48,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248685,1905203,500309217,500308847,2026
C00010603,N,2025,M7,202507209764146814,21B,F3X,SB,AMERICAN AIRLINES,TULSA,OK,741331249,2025-05-12,288.18,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248686,1905203,500309218,500308847,2026
C00010603,N,2025,M7,202507209764146815,21B,F3X,SB,AMERICAN AIRLINES,TULSA,OK,741331249,2025-05-12,392.5,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248687,1905203,500309219,500308847,2026
C00010603,N,2025,M7,202507209764146815,21B,F3X,SB,AMERICAN AIRLINES,TULSA,OK,741331249,2025-05-12,392.5,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248688,1905203,500309220,500308847,2026
C00010603,N,2025,M7,202507209764146815,21B,F3X,SB,ANTONIO VELO CATERING,ASTORIA,NY,11105,2025-05-12,350.0,G2025,CATERING,nan,nan,X,*,ORG,4072320251211248689,1905203,500309227,500308847,2026
C00010603,N,2025,M7,202507209764146816,21B,F3X,SB,DELTA AIRLINES,ATLANTA,GA,303206001,2025-05-12,188.73,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248690,1905203,500309222,500308847,2026
C00010603,N,2025,M7,202507209764146962,21B,F3X,SB,"BROWN, KURTIS B.",WASHINGTON,DC,200034024,2025-06-13,3051.26,G2025,PAYROLL,nan,nan,X,*,IND,4072320251211250129,1905203,500308372,500308353,2026
C00010603,N,2025,M7,202507209764146837,21B,F3X,SB,AMERICAN AIRLINES,TULSA,OK,741331249,2025-05-14,288.18,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248754,1905203,500309292,500308847,2026
C00010603,N,2025,M7,202507209764146837,21B,F3X,SB,AMERICAN AIRLINES,TULSA,OK,741331249,2025-05-14,379.48,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248755,1905203,500309293,500308847,2026
C00010603,N,2025,M7,202507209764146838,21B,F3X,SB,AMERICAN AIRLINES,TULSA,OK,741331249,2025-05-14,93.0,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248756,1905203,500309294,500308847,2026
C00010603,N,2025,M7,202507209764146838,21B,F3X,SB,CDW DIRECT LLC,VERNON HILLS,IL,600611577,2025-05-14,78.82,G2025,COMPUTER EQUIPMENT,nan,nan,X,*,ORG,4072320251211248757,1905203,500309295,500308847,2026
C00010603,N,2025,M7,202507209764146838,21B,F3X,SB,DELTA AIRLINES,ATLANTA,GA,303206001,2025-05-14,299.18,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248758,1905203,500309296,500308847,2026
C00010603,N,2025,M7,202507209764146839,21B,F3X,SB,DELTA AIRLINES,ATLANTA,GA,303206001,2025-05-14,299.18,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248759,1905203,500309297,500308847,2026
C00010603,N,2025,M7,202507209764146839,21B,F3X,SB,DELTA AIRLINES,ATLANTA,GA,303206001,2025-05-14,309.19,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248760,1905203,500309298,500308847,2026
C00010603,N,2025,M7,202507209764146839,21B,F3X,SB,DELTA AIRLINES,ATLANTA,GA,303206001,2025-05-14,309.19,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248761,1905203,500309299,500308847,2026
C00010603,N,2025,M7,202507209764146840,21B,F3X,SB,DELTA AIRLINES,ATLANTA,GA,303206001,2025-05-14,240.01,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248762,1905203,500309300,500308847,2026
C00010603,N,2025,M7,202507209764146840,21B,F3X,SB,DELTA AIRLINES,ATLANTA,GA,303206001,2025-05-14,241.0,G2025,TRAVEL; AIRFARE,nan,nan,X,*,ORG,4072320251211248763,1905203,500309301,500308847,2026
C00010603,N,2025,M7,202507209764146840,21B,F3X,SB,"DOCKER, INC.",PALO ALTO,CA,943063314,2025-05-14,84.8,G2025,SOFTWARE,nan,nan,X,*,ORG,4072320251211248764,1905203,500309302,500308847,2026
C00010603,N,2025,M7,202507209764146841,21B,F3X,SB,EGENCIA,CARSON CITY,NV,897015239,2025-05-14,2.0,G2025,SERVICE FEE,nan,nan,X,*,ORG,4072320251211248765,1905203,500309303,500308847,2026
C00010603,N,2025,M7,202507209764146841,21B,F3X,SB,GOOGLE SERVICES,MOUNTAIN VIEW,CA,940431351,2025-05-14,15.89,G2025,INTERNET ACCESS,nan,nan,X,*,ORG,4072320251211248766,1905203,500309304,500308847,2026
C00010603,N,2025,M7,202507209764146841,21B,F3X,SB,LYFT,SAN FRANCISCO,CA,941072503,2025-05-14,26.94,G2025,TRANSPORTATION,nan,nan,X,*,ORG,4072320251211248767,1905203,500309305,500308847,2026
C00010603,N,2025,M7,202507209764146842,21B,F3X,SB,LYFT,SAN FRANCISCO,CA,941072503,2025-05-14,28.99,G2025,TRANSPORTATION,nan,nan,X,*,ORG,4072320251211248768,1905203,500309306,500308847,2026
C00010603,N,2025,M7,202507209764146842,21B,F3X,SB,LYFT,SAN FRANCISCO,CA,941072503,2025-05-14,21.99,G2025,TRANSPORTATION,nan,nan,X,*,ORG,4072320251211248769,1905203,500309307,500308847,2026
C00010603,N,2025,M7,202507209764146842,21B,F3X,SB,NAVAN,PALO ALTO,CA,943062258,2025-05-14,30.0,G2025,SERVICE FEE,nan,nan,X,*,ORG,4072320251211248770,1905203,500309308,500308847,2026
C00010603,N,2025,M7,202507209764146843,21B,F3X,SB,NAVAN,PALO ALTO,CA,943062258,2025-05-14,30.0,G2025,SERVICE FEE,nan,nan,X,*,ORG,4072320251211248771,1905203,500309309,500308847,2026
